a6c58808-5211-4c4a-8be5-2709e1b1b303;T Канал2;903419f1-177e-4881-bdd9-757965bf0757;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
a7e2ae97-718e-4667-b9bf-5313479438fd;Ic;01bf0015-d0e9-4b10-93ca-89e5a616d31b;ba710cff-e390-48ca-b442-70141c9864f7
aef66fe2-d8de-4697-874f-d91ef48386e4;Канал 4;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
af4b173b-8292-48c9-8f6a-e18061d75893;Канал 9;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
b33393b2-78aa-4921-a548-d603ec8ca4cc;Q Система1;01137f32-fe74-4b36-b2e9-4dd753e99309;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
bb56b908-a67d-48f3-95c5-4c8eec379056;Ti;903419f1-177e-4881-bdd9-757965bf0757;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
c7a113bf-6efc-4403-89a0-655872c7e215;Ua;06f68849-3e99-4f36-9650-a2687a82f465;ba710cff-e390-48ca-b442-70141c9864f7
d6296a2d-93b7-4446-b71a-d1fff77e6a9f;Uc;06f68849-3e99-4f36-9650-a2687a82f465;ba710cff-e390-48ca-b442-70141c9864f7
d68113c9-0f5b-43bd-815c-2a66f304c8f6;Канал 2;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
e0f6b50f-127d-4189-a376-3494d2afbdba;Канал 14;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
e3cddacf-7e95-4865-b9ac-e7f2c0fc99b2;T Канал3;903419f1-177e-4881-bdd9-757965bf0757;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
eb98b248-37e9-4674-8ba6-083b7a4fad2e;T Канал4;903419f1-177e-4881-bdd9-757965bf0757;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
f001642c-d156-49df-b7bc-bfafcbca2e8b;P;75bb8d6c-1f15-4861-97dc-1a523342ee8c;ba710cff-e390-48ca-b442-70141c9864f7
fac8bc95-2c22-41a4-b0c6-ccb9b07dc31b;T3 A-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
fb97edae-10f5-4772-9a4e-73e2b0ab488b;Канал 7;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
